query_id,doc_id,relevance_label,relevance_score,Price,AverageRating,closeness_description,closeness_productname,native_rank_description,native_rank_name
152,10248145,0,1.8743877499552797,153,4.8,0.861154717796195,0.8499137584458364,0.05912618102172249,0.1041930926915258
152,10248151,0,1.8508898085821142,422,1.3,0.8566563362367297,0.8410655692833193,0.056416197669780774,0.09675170539228452
152,10248147,0,1.8441284783557466,495,1.4,0.852223234200649,0.8377255980420931,0.05566481389890835,0.0985148322140959
152,10248141,1,1.8246141798551752,429,4.5,0.8494084999295755,0.8153794218710163,0.05912618102172249,0.10070007703286095
152,10248153,0,1.8146166116312306,499,3.9,0.8351206703219297,0.8178352773143448,0.05746757130343023,0.1041930926915258
152,10029543,0,1.8129202857871092,599,1.5,0.832610806977424,0.8387448435253826,0.04910585736318156,0.09245877792112095
152,10217145,0,1.810296118451621,3149,2.2,0.8209160271503092,0.813448427102781,0.07993104436751021,0.09600061983102075
152,10029525,0,1.8098346704912838,649,3.4,0.8302171600812461,0.838052875125735,0.04910585736318156,0.09245877792112095
152,10030021,0,1.8080932019217992,649,1.5,0.8284756915117618,0.838052875125735,0.04910585736318156,0.09245877792112095
152,10030195,0,1.8080932019217992,699,3.4,0.8284756915117618,0.838052875125735,0.04910585736318156,0.09245877792112095
152,10030219,0,1.807501089057367,599,2.3,0.831557686198843,0.8343787675742216,0.04910585736318156,0.09245877792112095
152,10059829,0,1.807298595803118,749,4.1,0.8294702019496872,0.838259600214726,0.04910585736318156,0.0904629362755232
152,10030005,0,1.8065185793269374,549,3.7,0.832610806977424,0.8323431370652109,0.04910585736318156,0.09245877792112095
152,10060313,0,1.8059515828558386,749,2.9,0.8302171600812461,0.8361656291358878,0.04910585736318156,0.0904629362755232
152,10205551,0,1.8046483069787833,1126,2.8,0.835664883220611,0.8307155509513667,0.0478136456788204,0.0904542271279851
152,10060205,0,1.8042043361645175,749,2.6,0.8279202478843325,0.8367152946414803,0.04910585736318156,0.0904629362755232
152,10060299,0,1.8040193086238703,749,1.8,0.8282848858492778,0.8361656291358878,0.04910585736318156,0.0904629362755232
152,10059853,0,1.80370034916887,749,2.8,0.8286842262282269,0.8354473293019381,0.04910585736318156,0.0904629362755232
152,10156975,2,1.8032345873134354,1124,3.6,0.8212198479580735,0.8177280894390098,0.05566481389890835,0.10862183601744399
152,10060231,0,1.8029792156642417,749,4.4,0.8279873390684179,0.8367152946414803,0.0478136456788204,0.0904629362755232
152,10060227,0,1.8021228264924045,749,3.7,0.8295916890985332,0.8329623437551665,0.04910585736318156,0.0904629362755232
152,10060415,0,1.8015293168004862,1169,2.3,0.8273508603016554,0.8359018745444874,0.0478136456788204,0.0904629362755232
320,10252655,3,1.8044795765967023,659,4.2,0.8203336065135713,0.8242725766565592,0.04729433319086583,0.11257906023570596
320,10156855,3,1.75429306172262,584,3.2,0.8152291810679564,0.8276822885473374,0.04783145016103445,0.0635501419462919
320,10098777,3,1.7366037171733462,2600,4.3,0.8161538492223215,0.8182086810545407,0.04794440348444021,0.05429678341204369
320,10098825,3,1.7354422292448666,1197,2.8,0.8071678390985009,0.8248028600532523,0.050641336997465224,0.05283019309564803
320,10098765,3,1.730964855284555,1345,4.7,0.8109528314490777,0.8174285588720771,0.04975336232928516,0.0528301026341148
320,10039351,0,1.7290408177010546,899,4.4,0.825983063257367,0.7980751685131362,0.05629903105104339,0.04868355487950793
320,10098823,3,1.72170055322303,742,1.4,0.8089569772737947,0.8078050965744873,0.050641336997465224,0.054297142377282864
320,10024959,1,1.7132148034895165,759,4.6,0.8274482204198591,0.8300398010265309,1.3512214436142508e-38,0.05572678204312658
320,10098819,3,1.705313406912615,2600,3.5,0.7970148503565333,0.8033600771813337,0.050641336997465224,0.054297142377282864
320,10098779,3,1.6956580837434039,3250,1.1,0.812519880498108,0.7848472217739088,0.04862176146485938,0.04966922000652773
320,10040391,0,1.6920976760356299,489,3.6,0.7791368443343916,0.7910355425794141,1.3512214436142508e-38,0.1219252891218242
320,10040389,0,1.6920976760356299,489,1.7,0.7791368443343916,0.7910355425794141,1.3512214436142508e-38,0.1219252891218242
320,10098651,0,1.6878682303377208,591,2.2,0.7800399020817735,0.7843434404823905,1.3512214436142508e-38,0.12348488777355665
320,10132135,0,1.6869599430633775,797,2.4,0.7866052006326143,0.7784294533089391,1.3512214436142508e-38,0.1219252891218242
320,10132131,0,1.6862841492990657,797,3.0,0.7831806134460815,0.7811782467311601,1.3512214436142508e-38,0.1219252891218242
320,10080243,3,1.686002494620939,479,3.3,0.8165755548743682,0.7701154791126595,0.04783145016103445,0.0514800104728771
320,10098647,0,1.685046479932029,591,4.2,0.7772181516760818,0.7843434404823905,1.3512214436142508e-38,0.12348488777355665
320,10239619,0,1.6782978315204726,816,2.1,0.7815903166599629,0.773222627086953,1.3512214436142508e-38,0.12348488777355665
320,10132139,0,1.6765134043949272,924,1.3,0.7827577351910134,0.7694128286712998,1.3512214436142508e-38,0.12434284053261391
320,10098661,0,1.6722574776631842,591,3.0,0.7762180618625385,0.7741141266788214,1.3512214436142508e-38,0.1219252891218242
320,10098657,0,1.6631661898992962,591,1.4,0.7768502800922003,0.7619730692744822,1.3512214436142508e-38,0.12434284053261391
320,10132125,0,1.6596983861274779,924,1.5,0.7688123113966423,0.7652216810960888,1.3512214436142508e-38,0.12566439363474682
320,10132123,0,1.65492833396641,924,3.6,0.7727687482099697,0.7564951921216935,1.3512214436142508e-38,0.12566439363474682
320,10216841,0,1.6529909165100332,719,2.7,0.7738729608200319,0.8233911736468746,1.3512214436142508e-38,0.05572678204312658
320,10174335,0,1.6514071854741275,692,2.4,0.7656848012405605,0.7613795437009531,1.3512214436142508e-38,0.12434284053261391
320,10027183,2,1.6487768302731878,939,4.7,0.7789880148732468,0.8226382906446583,1.3512214436142508e-38,0.04715052475528261
199,10213323,3,1.8233493646255932,1799,1.1,0.8476742385935044,0.8354324775136511,0.04338237769276589,0.09686027082567167
199,10213327,2,1.820529910426397,1484,4.9,0.8406192072577418,0.8349409609237034,0.04810947141928032,0.09686027082567167
199,10213233,2,1.8189573587860643,1959,2.2,0.8404608694031698,0.8367740528669604,0.04187454946734616,0.09984788704858806
199,10213273,2,1.8151132907815275,2309,1.6,0.8370051595612527,0.833138388975323,0.04810947141928032,0.09686027082567167
199,10213227,3,1.8146770242556114,2099,2.3,0.8319928652955583,0.8442204177440902,0.04371631732404187,0.094747423891921
199,10213229,1,1.8143973181657582,2309,3.1,0.8227383372690421,0.8437016224288477,0.04810947141928032,0.09984788704858806
199,10213263,3,1.8131312365136503,2099,4.3,0.8323045291477708,0.8423629661499166,0.04371631732404187,0.094747423891921
199,10213259,3,1.8123537297085395,1249,3.3,0.8320422140558126,0.8417398448784299,0.04382424688237596,0.094747423891921
199,10213243,1,1.8119607261826283,2999,1.0,0.8274833181175428,0.836520049597217,0.04810947141928032,0.09984788704858806
199,10213255,1,1.8115849868401899,2099,1.4,0.8370133441467992,0.8308678924183303,0.046843479449388645,0.09686027082567167
199,10213345,1,1.8097820404478024,2449,1.4,0.8383854354580953,0.834440808758049,0.04220837233973705,0.094747423891921
199,10213315,2,1.8088371676408328,1499,2.8,0.8371559319445948,0.8344223821857965,0.04251142961852038,0.094747423891921
199,10213221,3,1.804355316435113,2099,1.0,0.8246003268672236,0.8412912483519263,0.04371631732404187,0.094747423891921
199,10213267,2,1.8031835771597795,2589,1.9,0.8340688658484839,0.832908213227119,0.04145907419225551,0.094747423891921
199,10213297,2,1.7996876493627751,1799,1.8,0.8461068591416895,0.8099447596495611,0.046775759745852706,0.09686027082567167
199,10213301,1,1.7989843216690655,1499,4.0,0.8365318952037527,0.8208615231240031,0.046843479449388645,0.094747423891921
199,10213269,3,1.7971513330600166,2589,1.5,0.8223300741504063,0.8362386066012804,0.043835228416409036,0.094747423891921
199,10213321,1,1.7881255571227015,1499,1.1,0.8263129893626316,0.8238933762025413,0.04317176766560751,0.094747423891921
199,10213231,1,1.7797597824254874,1649,2.2,0.8177886756371231,0.8250153105567063,0.04220837233973705,0.094747423891921
199,10032455,0,1.7736337683062129,1139,2.2,0.8448184172374376,0.8323410723800471,0.04801402616591782,0.048460252522810505
199,10032551,0,1.7735015862569798,1299,4.1,0.8344522220206206,0.8397611078837622,0.05206642184461349,0.047221834507983396
199,10032691,0,1.7732031169736246,1919,2.3,0.8432795850255338,0.8333421582255828,0.046775759745852706,0.04980561397665544
199,10185875,3,1.77194310802583,999,4.0,0.8367727590955908,0.8399344882563381,0.04801402616591782,0.047221834507983396
199,10032521,0,1.768153962165644,1329,3.1,0.8469154743099724,0.8259347558834724,0.046843479449388645,0.048460252522810505
199,10213241,3,1.7672840974140007,2589,1.3,0.7967319640978023,0.8301209956158083,0.047593982763559334,0.09283715493683073
199,10213333,3,1.7650930949013,1799,4.1,0.8239601400355687,0.8044207329498515,0.04387506697904912,0.09283715493683073
199,10185843,2,1.7649814256660812,1099,4.5,0.8339828344015852,0.840145214003168,0.04239312473851767,0.048460252522810505
199,10032753,0,1.7640897638495838,999,4.0,0.8449894237918197,0.823796608085565,0.046843479449388645,0.048460252522810505
199,10178029,0,1.76399138004798,1499,3.8,0.8378206875074938,0.8309346802718232,0.046775759745852706,0.048460252522810505
398,10233307,0,1.6327152563893181,1299,3.9,0.8081495804583787,0.8245656759309394,1.3512214436142505e-38,0.028471705434275282
398,10194221,0,1.631491873580364,879,1.5,0.8041144516635038,0.8273774219168604,1.3512214436142505e-38,0.028471705434275282
398,10224375,0,1.6297620835506161,1299,3.7,0.8033383817658852,0.826423701784731,1.3512214436142505e-38,0.02649618406827958
398,10233391,0,1.628890393007017,594,3.8,0.7988662787347934,0.8300241142722237,1.3512214436142505e-38,0.028410316558717896
398,10274645,0,1.6253064551834422,599,4.4,0.8077448916703205,0.8175615635131216,1.3512214436142505e-38,0.028546899385412817
398,10181929,0,1.6249403253163388,1199,3.1,0.7395616995109179,0.7966194937122617,0.023799670730406876,0.06495946136275228
398,10206031,0,1.6245217217676036,499,4.7,0.7986193302898889,0.8259023914777146,1.3512214436142505e-38,0.028471705434275282
398,10051287,0,1.6232488794238256,599,3.7,0.8121057329947675,0.811143146429058,1.3512214436142505e-38,0.025489626512158477
398,10245441,0,1.621944029237644,503,3.7,0.8124300536849696,0.8095139755526742,1.3512214436142505e-38,0.0261757479574397
398,10203339,0,1.6215087626607319,599,2.4,0.8045559811639359,0.8169527814967958,1.3512214436142505e-38,0.027109007754982716
398,10233269,0,1.6210593438591532,559,3.5,0.7874463046634976,0.8336130391956555,1.3512214436142505e-38,0.028471705434275282
