Books,"Inner Engineering: A Yogi's Guide to Joy About the Author Sadhguru Jaggi VasudevSADHGURU is a yogi, mystic, and visionary who established the Isha Foundation, a nonprofit dedicated to the cultivation of human potential. He belongs to no particular tradition, and his scientific methods for self-transformation have universal appeal. Sadhguru has been an in?uential voice at global forums including the United Nations and the World Economic Forum. He is the author of Inner Engineering (Spiegel & Grau, 2016) and makes his residence in India and Tennessee. For more, visit innerengineering.com.Sadhguru Jaggi VasudevSADHGURU is a yogi, mystic, and visionary who established the Isha Foundation, a nonprofit dedicated to the cultivation of human potential. He belongs to no particular tradition, and his scientific methods for self-transformation have universal appeal. Sadhguru has been an in?uential voice at global forums including the United Nations and the World Economic Forum. He is the author of Inner Engineering (Spiegel & Grau, 2016) and makes his residence in India and Tennessee. For more, visit innerengineering.com."
Books,Muslims and Missionaries in Pre-Mutiny India
Books,"The PCOD - Thyroid Book - Compiled From Women and the Weight Loss Tamasha Review This book is very useful for our health and we must first create that in our lives. that requires making time for ourselves, be it for exercise, to eat right . --By A Customer on 5 feb 2016 				    	 					 About the Author India’s best-loved fitness professional, Rujuta Diwekar, is the winner of the prestigious Nutrition Award from the Asian Institute of Gastroenterology. Her educational background in Sports science and nutrition, her understanding and practice of yoga and her more than 15 years of experience working with people from all walks of life including Kareena Kapoor, Anil Ambani, Alia Bhatt, Saif Ali Khan, Varun Dhawan, Anupam Kher and many more, has come together in this book."
Books,"The Monk Who Sold His Ferrari Review Everyone loves a good fable, and this is certainly one. The protagonist is Julian Mantle, a high-profile attorney with a whacked-out schedule and a shameful set of spiritual priorities. Of course it takes a crisis (heart attack) to give Mantle pause. And pause he does--suddenly selling all his beloved possessions to trek India in pursuit of a meaningful existence. The Himalayan gurus along the way give simple advice, such as, ""What lies behind you and what lies before you is nothing compared to what lies within you."" Yet it is easy to forgive the story's simplicity because each kernel of wisdom is framed to address the persistent angst of Western white-collar professionals. Here is the story of Julian Mantle, a superstar lawyer whose out-of-balance lifestyle leads him to a near-fatal heart attack in a packed courtroom. His physical collapse brings him into a spiritual crisis that forces him to confront the condition of his life. Hoping to find happiness and fulfillment, he embarks upon an extraordinary odyssey to an ancient culture, where he discovers a powerful system to release the potential of his mind, body, and soul and learns to live with passion, purpose, and peace. Brilliantly blending ancient spiritual wisdom of the east with contemporary success principles of the West, this inspiring tale provides a step-by-step approach to living with greater courage, balance, abundance and joy. From the Back Cover Product Dimensions: 8.4 x 5.4 x 0.4 inches The # 1 International Bestseller Wisdom to Create a Life of Passion, Purpose, and Peace This inspiring tale provides a step-by-step approach to living with greater courage, balance, abundance, and joy. A wonderfully crafted fable, The Monk Who Sold His Ferrari tells the extraordinary story of Julian Mantle, a lawyer forced to confront the spiritual crisis of his out-of-balance life. On a life-changing odyssey to an ancient culture, he discovers powerful, wise, and practical lessons that teach us to: Develop joyful thoughts Follow our life s mission and calling Cultivate self-discipline and act courageously Value time as our most important commodity Nourish our relationships, and live fully, one day at a time 				    	 					              See all Product description"
Books,"The Secret of Secrets: The Secrets of the Golden Flower About the Author Osho is one of the best-known and most provocative spiritual teachers of our time. The Sunday Times has named him one of the ""1,000 makers of the 20th century;"" the novelist Tom Robbins has called him ""the most dangerous man since Jesus Christ.""More than two decades after his death in 1990, the influence of his teachings continues to grow, reaching seekers around the world. The author lives in Osho died in 1990."
Books,"Path of Meditation: A Step-by-step Guide to Meditation ""The culture that will arise in the future, if it is truly to be for the evolution of mankind, will be a balance of science and religion. This culture will be a synthesis of religion and science. It will not be only religious or only scientific: it will be either scientifically religious or religiously scientific."" Osho The talks in this book are transcriptions of a meditation program led by Osho in the beautiful hills of Mahabaleshwar. It is a step by step account of how to prepare the body, mind and emotions to enhance your meditation. Osho guides the participants and the reader alike in the use of powerful meditation techniques and suggests many useful applications for supporting meditation in your daily life. He also describes the different stages that happen on the path of meditation. This book is a must-read for both the new and the experienced meditator. Even more, it is an invitation to experiment with these life-transforming techniques"
Books,"The Religions Book (Big Ideas) Review Fascinating material, well presented (Jon Sutton The Psychologist (Review of The Psychology Book))"
Books,"Inquilab: Bhagat Singh on Religion & Revolution About the Author S Irfan Habib is an Indian historian of science, a widely published author, and a public intellectual. He was the Abul Kalam Azad Chair at the National Institute of Educational Planning and Administration (NIEPA), New Delhi. Before joining NIEPA, he was a scientist at the National Institute of Science, Technology and Development Studies (NISTADS), New Delhi."
Books,The Secret of Secrets: The Secret of the Golden Flower
Books,"The Religions Book (Big Ideas) Review Fascinating material, well presented (Jon Sutton The Psychologist (Review of The Psychology Book))"
Books,The Prophet 
Books,"Inner Engineering: A Yogi’s Guide to Joy Review This book not to be assumed on any religious belief or spiritualism. Guide for individual development with understanding of basic physical, mental and fundamental value of humans being . Once elaborated and convinced about it than it ventures into unexplored areas by most. Must read for every one believers in any religion , faith or non believers even. All will be benefited. Rare book do not miss to read. --ByAshok Gyanchand on 10 September 2017Must read ... Don't read further reviews just buy it and if u had seen Sadhguru all video in YouTube , I suggest u not to buy ... It's all copy from his speeches but I like his speeches so much that I can't resist myself buying this Beautiful book... I read it again n again. --ByJOYon 12 September 2017I thought engineering is only related to physical world bcoz I an automobile engineer, but Sadhguru revealed another dimension so that engineering can be applied to our own body, i feel proud to be an Indian bcoz this inner engineering technology has been born here since ages, Sdhguru he himself is a reminder for us to go back and re-engineer ourselves. Excellent book. --ByAmazon Customer on 4 August 2017 				    	 					 About the Author Yogi, mystic and visionary, Sadhguru is a spiritual master with a difference. Absolute clarity of perception places him in a unique space, not only in matters spiritual but in business, environmental and international affairs, and opens a new door on all that he touches. Probing and passionate, insightful, logical and unfailingly witty, Sadhguru's talks have earned him the reputation of a speaker and opinion-maker of international renown. He has been a lead speaker at the United Nations General Assembly, a regular at the World Economic Forum, and a special invitee at the Australian Leadership Retreat, Indian Economic Summit and TED. His astute and incisive grasp of world affairs, as well as his unerringly scientific approach to human well-being have had a transformative influence at establishments such as the World Bank, House of Lords (UK), the World Presidents’ Organization, the Massachusetts Institute of Technology, the London Business School, Google, and Microsoft, to name a few. With a celebratory engagement with life on all levels, Sadhguru's areas of active involvement encompass fields as diverse as architecture and visual design, poetry and painting, ecology and horticulture, sports and music. He is the designer of several unique buildings and consecrated spaces at the Isha Yoga Center, which have received wide attention for their combination of intense sacred power with strikingly innovative eco-friendly aesthetics. Sadhguru is also the founder of Isha Foundation, a non-profit organization dedicated to the well-being of the individual and the world for the past three decades. Isha Foundation does not promote any particular ideology, religion, or race, but transmits inner sciences of universal appeal."
Books,"Inner Engineering: A Yogi’s Guide to Joy Review This book not to be assumed on any religious belief or spiritualism. Guide for individual development with understanding of basic physical, mental and fundamental value of humans being . Once elaborated and convinced about it than it ventures into unexplored areas by most. Must read for every one believers in any religion , faith or non believers even. All will be benefited. Rare book do not miss to read. --ByAshok Gyanchand on 10 September 2017Must read ... Don't read further reviews just buy it and if u had seen Sadhguru all video in YouTube , I suggest u not to buy ... It's all copy from his speeches but I like his speeches so much that I can't resist myself buying this Beautiful book... I read it again n again. --ByJOYon 12 September 2017I thought engineering is only related to physical world bcoz I an automobile engineer, but Sadhguru revealed another dimension so that engineering can be applied to our own body, i feel proud to be an Indian bcoz this inner engineering technology has been born here since ages, Sdhguru he himself is a reminder for us to go back and re-engineer ourselves. Excellent book. --ByAmazon Customer on 4 August 2017 				    	 					 About the Author Yogi, mystic and visionary, Sadhguru is a spiritual master with a difference. Absolute clarity of perception places him in a unique space, not only in matters spiritual but in business, environmental and international affairs, and opens a new door on all that he touches. Probing and passionate, insightful, logical and unfailingly witty, Sadhguru's talks have earned him the reputation of a speaker and opinion-maker of international renown. He has been a lead speaker at the United Nations General Assembly, a regular at the World Economic Forum, and a special invitee at the Australian Leadership Retreat, Indian Economic Summit and TED. His astute and incisive grasp of world affairs, as well as his unerringly scientific approach to human well-being have had a transformative influence at establishments such as the World Bank, House of Lords (UK), the World Presidents’ Organization, the Massachusetts Institute of Technology, the London Business School, Google, and Microsoft, to name a few. With a celebratory engagement with life on all levels, Sadhguru's areas of active involvement encompass fields as diverse as architecture and visual design, poetry and painting, ecology and horticulture, sports and music. He is the designer of several unique buildings and consecrated spaces at the Isha Yoga Center, which have received wide attention for their combination of intense sacred power with strikingly innovative eco-friendly aesthetics. Sadhguru is also the founder of Isha Foundation, a non-profit organization dedicated to the well-being of the individual and the world for the past three decades. Isha Foundation does not promote any particular ideology, religion, or race, but transmits inner sciences of universal appeal."
Books,"The Prophet About the Author Kahlil Gibran, author of The Prophet, was a Lebanese-American artist, poet and writer. Known as the ‘Bard of Washington Street’, Gibran is the third most-read poet in the world. His other works include-Garden of The Prophet, The Death of The Prophet and Tears and Laughter."
Books,"Beyond Religion: Ethics for a Whole World About the Author Tenzin Gyatso, His Holiness the Fourteenth Dalai Lama, is the spiritual leader of the Tibetan people. His tireless efforts on behalf of human rights and world peace have brought him international recognition. He is the recipient of the Raoul Wallenberg Congressional Human Rights Award, the Albert Schweitzer Humanitarian Award, the Congressional Gold Medal, and the Nobel Peace Prize."
Books,"The Secret About the Author Rhonda Byrne is the creator behind The Secret, a documentary film that swept the world in 2006, changing millions of lives and igniting a global movement. Later that same year, Rhonda’s book of The Secret was released. It has been translated into more than fifty languages and remains one of the longest-running bestsellers of this century. Rhonda has written three more bestselling books: The Power in 2010, The Magic in 2012, and Hero in 2013. 				    	 					 From AudioFile Audio seems like the natural medium for Rhonda Byrne's blockbuster motivational book on positive thought for positive results. The Australian TV producer leads listeners through her exposition on the secret of life. Quoting from an array of New Age gurus and interpreting more traditional teachers as well, the program integrates sound bites from the various authors, with actors taking many of the roles. Neale Donald Walsh, Denis Waitley, Jack Canfield, and dozens of others make cameo comments throughout the program. Byrne's slightly whispery, intimate voice calling the listener to believe alternates with hyped ""you-can-do-it"" encouragement from speakers like Bob Proctor. Kudos goes to the production team that integrated the dozens of speakers--some just introducing who will speak next. The resulting audio keeps a rapid pace hop-skipping along to support Byrne's premise of the essential ""Law of Attraction."" R.F.W. © AudioFile 2007, Portland, Maine-- Copyright © AudioFile, Portland, Maine"
Books,"Why I Am a Hindu Review Why I Am A Hindu is as balanced a book on religion as one can hope to write in these tumultuous times. It is also a necessary reminder to all Hindus that plural is the way they were, and plural is what they should continue to be-Scroll.in Why I Am A Hindu is a robust defence of Hinduism in all its vibrant, pluralistic glory. It is a must-read for every politically curious Indian, and not only for janeu-dharis-Times of India Why I Am A Hindu must be read by all, especially in trying times like ours- Mail Today About the Author Shashi Tharoor is the bestselling author of sixteen previous books, both fiction and non-fiction, besides being a noted critic and columnist. His books include the path-breaking satire the Great Indian Novel (1989), the classic India: From Midnight to the Millennium (1997) and most recently, An Era of Darkness: The British Empire in India, for which he won the Ramnath Goenka Award for Excellence in Journalism, 2016 for Books (Non-Fiction). He was a former Under Secretary-General of the United Nations and a former Minister of State for Human Resource Development and Minister of State for External Affairs in the Government of India. He is a two-time member of the Lok Sabha from Thiruvananthapuram and chairs Parliament’s External Affairs committee. He has won numerous literary awards, including a Commonwealth Writers’ Prize and was honoured as New Age Politician of the Year (2010) by NDTV. He was awarded the Pravasi Bharatiya Samman, India’s highest honour for overseas Indians."
Books,"Why I Am a Hindu Review Why I Am A Hindu is as balanced a book on religion as one can hope to write in these tumultuous times. It is also a necessary reminder to all Hindus that plural is the way they were, and plural is what they should continue to be-Scroll.in Why I Am A Hindu is a robust defence of Hinduism in all its vibrant, pluralistic glory. It is a must-read for every politically curious Indian, and not only for janeu-dharis-Times of India Why I Am A Hindu must be read by all, especially in trying times like ours- Mail Today About the Author Shashi Tharoor is the bestselling author of sixteen previous books, both fiction and non-fiction, besides being a noted critic and columnist. His books include the path-breaking satire the Great Indian Novel (1989), the classic India: From Midnight to the Millennium (1997) and most recently, An Era of Darkness: The British Empire in India, for which he won the Ramnath Goenka Award for Excellence in Journalism, 2016 for Books (Non-Fiction). He was a former Under Secretary-General of the United Nations and a former Minister of State for Human Resource Development and Minister of State for External Affairs in the Government of India. He is a two-time member of the Lok Sabha from Thiruvananthapuram and chairs Parliament’s External Affairs committee. He has won numerous literary awards, including a Commonwealth Writers’ Prize and was honoured as New Age Politician of the Year (2010) by NDTV. He was awarded the Pravasi Bharatiya Samman, India’s highest honour for overseas Indians."
Books,"The Secret About the Author Rhonda Byrne is the creator behind The Secret, a documentary film that swept the world in 2006, changing millions of lives and igniting a global movement. Later that same year, Rhonda’s book of The Secret was released. It has been translated into more than fifty languages and remains one of the longest-running bestsellers of this century. Rhonda has written three more bestselling books: The Power in 2010, The Magic in 2012 and Hero in 2013."
Books,"The Evolution Of Gods : The Scientific Origin Of Divinity And Religion Review I liked this book very much. Since my childhood, I was much skeptical and confused about gods and their roles in our life. Whether some divine power created and nourished humans or this dogma was a human projection. I always asked if one God made us then why He created poor & rich, beautiful & ugly and so on. This book taught me that all gods are imaginary and made by us for our convenience. The author has provided several interesting evidence to support his main argument that humans created gods. He has discussed prehistoric religion to depict how humanity would have invented gods. He has mentioned a brief history of religions to explain how we built religions. This book has one amazing chapter to discuss the problems created by religions for modern humans. The book has a lot of great and altogether new ideas. --Radha Krishna Jan 11, 2013I rarely write a review, even then I am writing, since I absolutely loved this book. I am surprised to read the contents, which are altogether new. This book has compiled several religious practices prevalent during the prehistoric and historic time. After reading those, a clear cut picture appears how and why humans would have created or imagined their gods. Humans imagined and worshipped the divine powers or gods in order to explain their mysteries and miseries. The author has established that religions caused and nourished the most common human miseries like women exploitation, poverty, slavery, Tantar-Mantra and several diseases. I have been a devotee, but certainly have problems with several aspects of religions. This wonderful book has explained almost all my previous questions and specially the impact of the concept of gods on humans today. This book has shattered my faith. It is a painful experience to know that all religious dogmas and gods are an illusion. Now, I do not have an imaginary savior to protect me. Yes, if my savior was my imagination or illusion then this book have done a great job to open my eyes. In the long run this may help me, since I would now believe myself only --Ayush Mittal Feb 1, 2013The Title says it all. We heard about evolution of organisms and mankind before but this time Gods have been proved to be evolved. Such kind of books should be included in school text-books so that the young minds can set themselves free. The author never becomes judgmental at any point. He just provide details with solid & concrete evidences. --Manjil Mukherjee Sep 13, 2012 				    	 					 Book Description The Evolution of Gods: The Scientific Origin of Divinity and Religions Did gods create mankind, or did mankind create gods? Why, when and how did mankind begin to worship gods? Religious scriptures the world over claim that one or the other god made all plants and animals, but science has not yet identified any supernatural power that created and governed living beings. Was it man who came up with the idea of gods to help him cope with his own fears? Could it be that ancient people attributed natural phenomena-unfathomable and frightening to them-to the working of invisible gods? What kind of sufferings or fears made people bow before unseen powers or gods as we call them? When were these gods created? Who invented morals and methods of worship? Who wrote the ancient scriptures such as the Bible and the Vedas? Most crucially, have gods and the scriptures shaped our responses to the world around us? The Evolution of Gods seeks to answer these questions, and explains scientifically how, when and why religions and gods came into being. Ajay Kansal marshals anthropological and historical facts about the development of religions in a simple and straight forward manner to assert that it was mankind that created gods, and not the other way around. 				    	 					              See all Product description"
Books,"Telepathy: Its Theory, Facts, and Proof "
Books,"Beyond Religion: Ethics for a Whole World About the Author His Holiness the Dalai Lama is the exiled spiritual leader of the Tibetan people. He was awarded the Nobel peace prize in 1989. He is the author of many books about Buddhism. He lives in Dharamsala, India."
Books,"Inquilab: Bhagat Singh on Religion & Revolution About the Author S Irfan Habib is an Indian historian of science, a widely published author, and a public intellectual. He was the Abul Kalam Azad Chair at the National Institute of Educational Planning and Administration (NIEPA), New Delhi. Before joining NIEPA, he was a scientist at the National Institute of Science, Technology and Development Studies (NISTADS), New Delhi."
Books,"Monk Who Sold His Ferrari From the Back Cover Wisdom to Create a Life of Passion, Purpose, and PeaceThis inspiring tale provides a step-by-step approach to living with greater courage, balance, abundance, and joy. A wonderfully crafted fable, The Monk Who Sold His Ferrari tells the extraordinary story of Julian Mantle, a lawyer forced to confront the spiritual crisis of his out-of-balance life. On a life-changing odyssey to an ancient culture, he discovers powerful, wise, and practical lessons that teach us to:  Develop Joyful Thoughts,  Follow Our Life's Mission and Calling,  Cultivate Self-Discipline and Act Courageously,  Value Time as Our Most Important Commodity,  Nourish Our Relationships, and  Live Fully, One Day at a Time. About the Author ROBIN SHARMA is a globally respected humanitarian. Widely considered one of the world’s top leadership and personal optimization advisors, his clients include famed billionaires, professional sports superstars and many Fortune 100 companies. The author’s #1 bestsellers such as The Monk Who Sold His Ferrari, The Greatness Guide and The Leader Who Had No Title, are in over 92 languages making him one of the most broadly read writers alive today."
